"""Indoor Sports"" teriminin Türkçe karşılığı nedir?",İç mekan veya kapalı alan sporları.
"Basketball, volleyball ve judo hangi spor kategorisine girer?",Indoor sports (iç mekan sporları).
"""Outdoor Sports"" teriminin Türkçe karşılığı nedir?",Dış mekan veya açık alan sporları.
"Cycling, archery ve climbing hangi spor kategorisine örnektir?",Outdoor sports (dış mekan sporları).
"""Individual Sports"" ne anlama gelmektedir?",Bireysel sporlar.
"Swimming, karate ve trekking hangi tür sporlardandır?",Individual sports (bireysel sporlar).
"""Team Sports"" ne anlama gelmektedir?",Takım sporları.
"Football, handball ve baseball hangi spor kategorisindedir?",Team sports (takım sporları).
"İngilizcede ""How often...?"" sorusu neyi sormak için kullanılır?",Bir eylemin ne sıklıkla yapıldığını sormak için.
"""Always"" sıklık zarfının Türkçe anlamı nedir?",Daima veya her zaman.
"""Usually"" sıklık zarfının Türkçe karşılığı nedir?",Genellikle.
"İngilizcede ""sık sık"" anlamına gelen sıklık zarfı nedir?",Often.
"""Sometimes"" sıklık zarfı Türkçede hangi anlama gelir?",Ara sıra veya bazen.
"""Rarely"" veya ""Seldom"" zarfları neyi ifade eder?",Nadiren gerçekleşen eylemleri.
"""Hardly ever"" ifadesinin Türkçe anlamı nedir?",Neredeyse hiç.
"""Never"" sıklık zarfı Türkçede nasıl ifade edilir?",Hiç veya asla.
"""Her yıl"" ifadesinin İngilizce karşılığı nedir?",Every year.
"""Every Monday"" ifadesi Türkçede ne anlama gelir?",Her Pazartesi.
"""Haftada bir kez"" ifadesini İngilizce nasıl söylersiniz?",Once a week.
"""Twice a day"" ifadesinin Türkçe karşılığı nedir?",Günde iki kez.
"İngilizcede ""ayda bir kez"" nasıl ifade edilir?",Once a month.
"Archery, yoga ve karate gibi sporlarla hangi fiil kullanılır?",Do.
"Soccer, tennis ve volleyball gibi top sporlarıyla hangi fiil kullanılır?",Play.
"Swimming, skiing ve hiking gibi sonu ""-ing"" ile biten sporlarla hangi fiil kullanılır?",Go.
"""Arrow"" ekipmanının Türkçe anlamı nedir?",Ok.
"""Bow"" ekipmanı okçulukta ne anlama gelir?",Yay.
Tennis veya badminton oynamak için gereken ekipman nedir?,Racket (raket).
"""Bat"" kelimesi beyzbolda ne anlama gelir?",Sopa.
"Boks veya kalecilikte kullanılan ""gloves"" ne demektir?",Eldivenler.
"Kafayı korumak için takılan ""helmet"" ne demektir?",Kask.
"Yüzmede veya kayakta gözleri koruyan ""goggles"" ne demektir?",Koruyucu gözlük.
"Doğa yürüyüşlerinde taşınan ""backpack"" nedir?",Sırt çantası.
"""Trainers"" kelimesinin spor bağlamındaki anlamı nedir?",Spor ayakkabısı.
"Trekking yaparken kullanılan ""walking stick"" nedir?",Baston veya yürüyüş değneği.
Kelime: Achieve,Tanım: Başarmak.
Kelime: Ambitious,Tanım: Hırslı.
"İngilizcede ""izleyici/seyirci"" anlamına gelen kelime nedir?",Spectator.
"""Athlete"" kelimesinin Türkçe karşılığı nedir?",Atlet veya sporcu.
"Bir rakibi alt etmek anlamına gelen ""beat"" fiilinin Türkçesi nedir?",Yenmek.
Tenis oynanan alana ne ad verilir?,Court (kort/saha).
"Maç sonucunun eşit bittiği durumlarda kullanılan ""draw"" ne demektir?",Berabere.
"İngilizcede ""sakatanma/yaralanma"" anlamına gelen kelime nedir?",Injury.
"""Opponent"" kelimesinin Türkçe karşılığı nedir?",Rakip.
"İngilizcede ""antrenman yapmak"" anlamına gelen iki farklı fiil grubu nedir?",Train ve work out.
Futbol sahasına İngilizcede ne ad verilir?,Pitch.
"Bir sporcunun bir daldaki en iyi derecesini ifade eden ""record"" nedir?",Rekor.
"""Success"" ve ""Successful"" kelimeleri arasındaki fark nedir?","Success 'başarı' (isim), Successful 'başarılı'dır (sıfat)."
Yamaç paraşütünün İngilizcesi nedir?,Paragliding.
Ağırlık kaldırma sporunun İngilizcesi nedir?,Weightlifting.
"""Teammate"" kelimesinin anlamı nedir?",Takım arkadaşı.
"Bir yarışmada verilen ""medal"" ne demektir?",Madalya.
Sağlıksız yiyecekler için kullanılan genel terim nedir?,Junk food (abur cubur).
Hafif tempolu koşu anlamına gelen kelime nedir?,Jogging.
Basketbol potası veya çemberi için kullanılan kelime nedir?,Hoop.
"""Equipment"" kelimesinin Türkçe karşılığı nedir?",Malzeme veya ekipman.
Voleybol veya tenis filesi için kullanılan kelime nedir?,Net.
"""Get on the bus"" ifadesi ne anlama gelir?",Otobüse binmek.
"""Tidy room"" ifadesinin anlamı nedir?",Odayı toplamak.
"Hangi spor dalı Türkçede ""güreş"" anlamına gelir?",Wrestling.
"Bir maçın sonucunu belirleyen ""score"" ne demektir?","Skor, sayı veya puan almak."
"""Applause"" kelimesinin Türkçe karşılığı nedir?",Alkış.
"İngilizcede ""kaybetmek"" anlamına gelen fiil nedir?",Lose.
"İngilizcede ""kazanmak"" anlamına gelen fiil nedir?",Win.
Eskrim sporunun İngilizcesi nedir?,Fencing.
"Birine hayranlık veya memnuniyet duyulduğunda hissedilen ""proud"" nedir?",Gurur duymak.
"""Healthy"" sıfatının anlamı nedir?",Sağlıklı.
