İngilizcede 'tercih etmek' anlamına gelen kelime nedir?,Prefer
'Prefer' kelimesi ile kurulan cümlelerde tercihler arasında hangi ifade kullanılır?,to
"Bir eylemi diğerine tercih ederken, 'prefer' fiilinden hemen sonra gelen fiil hangi takıyı almalıdır?",-ing
Cloze: I prefer basketball _____ bike.,to
Cloze: I prefer reading a book to _____ (watch) tv.,watching
TV işaretlerinde '7+' sembolünün anlamı nedir?,7 yaş ve üzeri için uygundur.
TV işaretlerinde '13+' sembolü neyi ifade eder?,13 yaş ve üzeri için uygundur.
TV işaretlerinde '18+' sembolünün anlamı nedir?,18 yaş ve üzeri için uygundur.
Üç figürün yan yana olduğu TV işareti hangi kitleyi temsil eder?,Genel izleyici kitlesi (General audiences)
TV ekranında görülen siyah bir dikdörtgen içindeki beyaz eksi (-) işareti ne anlama gelir?,Olumsuz örnekler (Negative examples)
Patlamayı andıran siyah-beyaz TV sembolü hangi içeriği belirtir?,Şiddet / Korku (Violence / Horror)
'What type of programmes do you like?' sorusunun Türkçe karşılığı nedir?,Ne tür/ne çeşit programları seversin?
'En sevdiğin TV programı nedir?' sorusunun İngilizcesi nedir?,What is your favourite tv programme?
'Ne sıklıkla TV izlersin?' sorusunu sormak için hangi kalıp kullanılır?,How often do you watch tv?
'Soap opera' teriminin Türkçe karşılığı nedir?,Pembe dizi
"Sürekli TV izleyen, miskin ve tembel kişiler için kullanılan İngilizce tabir nedir?",Couch potato
Terim: Reality show,Gerçek insanların yaşamını konu alan program.
Terim: Sitcom,Komedi dizisi
'Can't stand' ifadesinin Türkçe anlamı nedir?,Tahammül edememek
'Crazy about' ifadesi neyi ifade eder?,Çılgınca sevmeyi
'In my opinion' kalıbının Türkçe karşılığı nedir?,Benim fikrimce
'To me' veya 'For me' ifadeleri hangi anlamda kullanılır?,Bana göre
Cloze: I think quiz shows are _____ (bilgilendirici).,informative
'Discussion programme is boring' cümlesindeki 'boring' kelimesinin anlamı nedir?,Sıkıcı
'Addict' kelimesinin Türkçe karşılığı nedir?,Bağımlı
İngilizcede 'reklam' anlamına gelen 'commercial' dışında hangi kelime listede yer alır?,Advertise
'Educational' kelimesinin Türkçe anlamı nedir?,Eğitici
'Documentary' kelimesinin Türkçe karşılığı nedir?,Belgesel
Hava durumu raporları için kullanılan İngilizce terim nedir?,Weather forecast
'Remote control' cihazının Türkçesi nedir?,Uzaktan kumanda
Bir programın her bir parçasına veya 'bölümüne' ne ad verilir?,Episode
'Famous' kelimesinin zıt anlamlısı olabilecek 'bilinmeyen' yerine listedeki anlamı nedir?,Ünlü
'Harmful' kelimesinin Türkçe karşılığı nedir?,Zararlı
Haberler bülteni için kullanılan İngilizce kelime nedir?,News
'Series' kelimesinin Türkçe anlamı nedir?,Dizi
'Award' veya 'Reward' kelimelerinin Türkçe karşılığı nedir?,Ödül
İngilizcede 'yönetmen' anlamına gelen kelime nedir?,Director
'Entertaining' ve 'Amusing' kelimelerinin ortak Türkçe anlamı nedir?,Eğlenceli
Bir filmin veya oyunun kadın oyuncusuna ne denir?,Actress
'Cookery programme' ne tür bir programdır?,Aşçılık programı
'Latest events' ifadesinin Türkçe karşılığı nedir?,En son olaylar
İngilizcede 'izleyici' veya 'seyirci' anlamına gelen kelime nedir?,Audience
'Scary' ve 'Frightening' kelimelerinin Türkçe karşılığı nedir?,Korkunç / Korkutucu
Televizyondaki 'kanallar' için hangi İngilizce kelime kullanılır?,Channel
'Recommended' fiilinin Türkçe karşılığı nedir?,Tavsiye etmek
'Dull' kelimesinin Türkçe anlamı nedir?,Sıkıcı
İngilizcede 'nadir' veya 'nadiren' anlamına gelen kelime nedir?,Rarely
'Often' kelimesinin kullanım sıklığı nedir?,Sık sık
'What happened in the programme?' sorusunun anlamı nedir?,Programda ne oldu?
Görüş belirtirken 'I believe' ifadesinden sonra gelen 'inanıyorum ki' anlamı hangi durumlarda kullanılır?,Fikirleri ifade etme (Expressing opinions)
Terim: Fashion show,"Moda şovu, defile"
'Knowledge' kelimesinin Türkçe karşılığı nedir?,Bilgi
İngilizcede 'evde kaç tane televizyonunuz var?' sorusu nasıl sorulur?,How many TVs do you have at home?
Sıklık zarflarından 'hardly ever' ne anlama gelir?,Neredeyse hiç
İngilizcede 'heyecan verici' anlamına gelen kelime nedir?,Exciting
'Suitable' kelimesinin Türkçe karşılığı nedir?,Uygun
Cloze: I _____ (nefret etmek) soap operas.,hate
'Trekking' kelimesinin Türkçe karşılığı nedir?,Doğa yürüyüşü
'Western' filmleri Türkçede hangi isimle anılır?,Kovboy filmleri
İngilizcede 'saçma' anlamına gelen kelime nedir?,Nonsense
