"""Mammal"" kelimesinin Türkçe karşılığı nedir?",Memeli.
"""Reptile"" kelimesinin Türkçe karşılığı nedir?",Sürüngen.
"""Herbivore"" kelimesinin Türkçe karşılığı nedir?",Otçul.
"""Carnivore"" kelimesinin Türkçe karşılığı nedir?",Etçil.
"""Omnivore"" kelimesinin Türkçe karşılığı nedir?",Hepçil.
"""Domestic Animals"" ifadesi Türkçede ne anlama gelir?",Evcil Hayvanlar.
"Tiger, Dolphin ve Monkey hangi hayvan sınıfına (Mammals) örnektir?",Memeliler.
"Snake, Lizard ve Crocodile hangi hayvan sınıfına (Reptiles) örnektir?",Sürüngenler.
"Eagle, Falcon ve Owl hangi hayvan sınıfına (Birds) örnektir?",Kuşlar.
"Ant, Spider ve Bee hangi hayvan grubuna (Insects) girer?",Böcekler.
Aslan (Lion) beslenme şekline göre hangi gruba (Carnivores) girer?,Etçiller.
Fil (Elephant) beslenme şekline göre hangi gruba (Herbivores) girer?,Otçullar.
Ayı (Bear) beslenme şekline göre hangi gruba (Omnivores) girer?,Hepçiller.
"""Wing"" kelimesinin Türkçe karşılığı nedir?",Kanat.
"""Claw"" kelimesinin Türkçe karşılığı nedir?",Pençe.
"""Beak"" kelimesinin Türkçe karşılığı nedir?",Gaga.
Filin hortumu için kullanılan İngilizce kelime nedir?,Trunk.
"""Tusk"" veya ""Ivory"" kelimelerinin Türkçe karşılığı nedir?",Fil dişi.
Develerin sırtındaki çıkıntıya (Hump) ne ad verilir?,Hörgüç.
Balıkların yüzmesini sağlayan organa (Fin) ne ad verilir?,Yüzgeç.
"""Feather"" kelimesinin Türkçe karşılığı nedir?",Tüy.
Sürüngenlerin vücudunu kaplayan sert pullara (Scale) ne ad verilir?,Pul.
"""Tail"" kelimesinin Türkçe karşılığı nedir?",Kuyruk.
Zebraların üzerindeki çizgi desenine ne ad verilir?,Stripe.
Çitaların üzerindeki benek desenine ne ad verilir?,Spot.
"""Whiskers"" kelimesinin Türkçe karşılığı nedir?",Bıyıklar.
Aslanların boyunlarındaki uzun tüylere (Mane) ne ad verilir?,Yele.
"""Horn"" kelimesinin Türkçe karşılığı nedir?",Boynuz.
Kanguruların yavrularını taşıdığı keseye ne ad verilir?,Pouch.
Gerekli bir durumdan bahsederken veya öğüt verirken hangi kelime kullanılır?,Should.
Yapılmaması gereken bir durumdan bahsederken hangi yapı kullanılır?,Should not (shouldn't).
We ______ save wildlife. (Boşluğu 'should/shouldn't' ile doldurun),should.
We ______ hunt animals. (Boşluğu 'should/shouldn't' ile doldurun),shouldn't.
We ______ stop global warming. (Boşluğu 'should/shouldn't' ile doldurun),should.
We ______ wear fur. (Boşluğu 'should/shouldn't' ile doldurun),shouldn't.
"""Endangered"" terimi neyi ifade eder?",Nesli tükenmekte olan türleri.
"""Extinct"" terimi neyi ifade eder?",Nesli tamamen tükenmiş türleri.
"""Habitat"" kelimesinin Türkçe karşılığı nedir?",Doğal yaşam alanı.
"""Global warming"" ifadesinin Türkçe karşılığı nedir?",Küresel ısınma.
Ormanların yok edilmesi durumuna (Deforestation) ne ad verilir?,Ormansızlaşma.
Vahşi hayvanların yasa dışı veya fazla avlanmasına ne ad verilir?,Overhunting.
"""Pollute"" fiilinin Türkçe karşılığı nedir?",Kirletmek.
"""Climate change"" kelimesinin Türkçe karşılığı nedir?",İklim değişikliği.
"""Damage"" fiilinin Türkçe karşılığı nedir?",Zarar vermek.
"""Protect"" fiilinin Türkçe karşılığı nedir?",Korumak.
"""Survive"" fiilinin Türkçe karşılığı nedir?",Hayatta kalmak.
"""Take precaution"" ifadesi ne anlama gelir?",Önlem almak.
"""Threat"" kelimesinin Türkçe karşılığı nedir?",Tehdit veya tehlike.
"""Increase"" fiilinin Türkçe karşılığı nedir?",Artmak.
"""Decrease"" fiilinin Türkçe karşılığı nedir?",Azalmak.
"""Species"" kelimesinin Türkçe karşılığı nedir?",Türler.
Balta girmemiş sık ormanlara (Jungle) ne ad verilir?,Orman.
Bir avcı tarafından yakalanan hayvana (Prey) ne denir?,Av.
"""Plant trees"" ifadesi Türkçede ne anlama gelir?",Ağaç dikmek.
"""Arctic"" kelimesinin Türkçe karşılığı nedir?",Kuzey kutbu.
Denizle ilgili olan veya denizde yaşayan canlıları ifade eden terim nedir?,Marine.
Bir canlının yaşam süresine ne ad verilir?,Lifespan.
"""Poisonous"" kelimesinin Türkçe karşılığı nedir?",Zehirli.
Balina gibi deniz memelilerindeki kalın yağ dokusuna ne denir?,Blubber.
"""Bald ibis"" hangi nadir kuş türünün adıdır?",Kel aynak.
"""Hornet"" kelimesinin Türkçe karşılığı nedir?",Eşek arısı.
"""Measure"" kelimesinin Türkçe karşılığı nedir?",Ölçüm.
"""Cage"" kelimesinin Türkçe karşılığı nedir?",Kafes.
"""Destroy"" fiilinin Türkçe karşılığı nedir?",Yok etmek.
"""Farmland"" kelimesinin Türkçe karşılığı nedir?",Tarım arazisi.
