Gelecek planlarını ve niyetlerini ifade etmek için kullanılan temel yapı nedir?,be going to
"""They are going to ride a camel."" cümlesinin Türkçe çevirisi nedir?","Onlar, deveye binecek."
"""What is İsmail going to do?"" sorusuna verilebilecek uygun cevap nedir?",He is going to build a sandcastle at the beach.
"""I'm going to go skiing."" cümlesi hangi tatil dönemini planlamaktadır?",Half-term holiday (Yarıyıl tatili).
"""Zeynep ne yapacak?"" sorusunun İngilizce karşılığı nedir?",What is Zeynep going to do?
"""Tatilde nereye gideceksin?"" anlamına gelen İngilizce soru cümlesi nedir?",Where are you going to go on your holiday?
"""Antalya'ya ne zaman gideceksin?"" sorusunun cevabı ""I'm going to go to Antalya in _____.""",summer
"""Amusement park"" kelimesinin Türkçe karşılığı nedir?",Lunapark.
"""Canyon"" kelimesi Türkçede ne anlama gelir?",Kanyon.
"""Çöl"" anlamına gelen İngilizce kelime nedir?",Desert.
"""Island"" kelimesinin Türkçe karşılığı nedir?",Ada.
"""Mountain"" kelimesi Türkçede ne demektir?",Dağ.
"""National park"" teriminin Türkçe karşılığı nedir?",Milli park.
"""Deniz kenarı"" anlamına gelen İngilizce kelime nedir?",Seaside.
"""Tower"" kelimesinin Türkçe karşılığı nedir?",Kule.
"""Vadi"" kelimesinin İngilizce karşılığı nedir?",Valley.
"""Zoo"" kelimesi Türkçede neyi ifade eder?",Hayvanat bahçesi.
"""Hiking"" etkinliğinin Türkçe karşılığı nedir?",Doğa yürüyüşü.
"""Tüplü dalış"" anlamına gelen İngilizce terim nedir?",Scuba diving.
"""Sightseeing tour"" ifadesinin Türkçesi nedir?",Gezi turu.
"""Kar kayağı"" anlamına gelen İngilizce kelime nedir?",Skiing.
"""Snorkelling"" etkinliği Türkçede nasıl adlandırılır?",Şnorkelle dalış.
"""Trip"" kelimesinin Türkçe karşılığı nedir?",Gezi.
"""Ziyaret etmek"" anlamına gelen İngilizce fiil nedir?",Visit.
"""Dolphin"" kelimesi Türkçede hangi hayvanı ifade eder?",Yunus balığı.
"""Köpek balığı"" anlamına gelen İngilizce kelime nedir?",Shark.
"""Turtle"" kelimesinin Türkçe karşılığı nedir?",Kaplumbağa.
"""Geyik"" anlamına gelen İngilizce kelime nedir?",Deer.
"""Bird"" kelimesi Türkçede ne demektir?",Kuş.
"""Balık"" anlamına gelen İngilizce kelime nedir?",Fish.
"""How many"" soru kalıbının Türkçe anlamı nedir?",Kaç tane?
"""When"" soru kelimesi Türkçede ne anlama gelir?",Ne zaman?
"""What"" kelimesiyle hangi soru sorulur?",Ne?
"""Nerede? / Nereye?"" sorularını sormak için hangi İngilizce kelime kullanılır?",Where
"""Which"" soru kelimesinin Türkçe karşılığı nedir?",Hangisi?
"""Kim?"" anlamına gelen İngilizce soru kelimesi nedir?",Who
"""Spring"" kelimesi hangi mevsimi ifade eder?",İlkbahar.
"""Sonbahar"" mevsimi için kullanılan iki İngilizce terim nedir?",Autumn veya fall.
"""Yaz"" mevsiminin İngilizce karşılığı nedir?",Summer.
"""Winter"" kelimesinin Türkçe karşılığı nedir?",Kış.
"""Activity"" kelimesinin Türkçesi nedir?",Etkinlik.
"""Amazing"" kelimesi Türkçede hangi anlamlara gelir?",İnanılmaz veya şaşırtıcı.
"""Book"" kelimesi fiil olarak kullanıldığında ne anlama gelir?",Yer ayırtmak.
"""İklim"" anlamına gelen İngilizce kelime nedir?",Climate.
"""Coin"" kelimesinin Türkçe karşılığı nedir?",Madeni para.
"""Comfortable"" kelimesinin Türkçe anlamı nedir?",Rahat veya konforlu.
"""Continent"" kelimesi Türkçede neyi ifade eder?",Kıta.
"""Coral reef"" teriminin Türkçe karşılığı nedir?",Mercan resifi.
"""Konforlu, rahat"" anlamına gelen kısa İngilizce kelime nedir?",Cosy
"""Kesinlikle"" anlamına gelen İngilizce kelime nedir?",Definitely.
"""Destination"" kelimesinin Türkçe karşılığı nedir?",Varış yeri.
"""Keşfetmek"" anlamına gelen İngilizce fiil nedir?",Explore.
"""Famous"" kelimesi Türkçede ne anlama gelir?",Ünlü.
"""Fountain"" kelimesinin Türkçe karşılıkları nelerdir?",Çeşme veya fıskiye.
"""Generation"" kelimesi Türkçede ne demektir?",Nesil.
"""Devasa, kocaman"" anlamına gelen İngilizce kelime nedir?",Giant.
"""Tahmin etmek"" anlamına gelen İngilizce fiil nedir?",Guess.
"""Historical"" kelimesinin Türkçe karşılığı nedir?",Tarihi.
"""Dahil, kapsayan"" anlamına gelen İngilizce kelime nedir?",Including.
"""Invite"" fiili Türkçede ne anlama gelir?",Davet etmek.
"""Katılmak"" anlamına gelen İngilizce fiil nedir?",Join.
"""Magical"" kelimesinin Türkçe karşılığı nedir?",Büyüleyici.
"""Dilek tutmak"" ifadesinin İngilizce karşılığı nedir?",Make a wish.
"""Nearby"" kelimesi Türkçede ne anlama gelir?",Yakında veya civarında.
"""Northern Lights"" ifadesinin Türkçe karşılığı nedir?",Kuzey Işıkları.
"""Fırsat"" anlamına gelen İngilizce kelime nedir?",Opportunity.
"""Peaceful"" kelimesinin Türkçe karşılığı nedir?",Huzurlu.
"""Protect"" fiili Türkçede ne anlama gelir?",Korumak.
"""Tavsiye etmek"" anlamına gelen İngilizce fiil nedir?",Recommend.
"""Relax"" fiili Türkçede neyi ifade eder?",Dinlenmek.
"""Hız treni"" anlamına gelen İngilizce terim nedir?",Roller coaster.
"""Season"" kelimesinin Türkçe karşılığı nedir?",Mevsim.
"""Sıcaklık"" anlamına gelen İngilizce kelime nedir?",Temperature.
"""Various"" kelimesi Türkçede ne anlama gelir?",Çeşitli.
"""Taşıt, araç"" anlamına gelen İngilizce kelime nedir?",Vehicle.
