İngilizce'de 'hala' veya 'teyze' anlamına gelen kelime nedir?,Aunt
'Brother' kelimesinin Türkçe karşılığı nedir?,Erkek kardeş
İngilizce'de 'büyükbaba' nasıl denir?,Grandfather
'Grandmother' kelimesinin Türkçe anlamı nedir?,Büyükanne
İngilizce'de 'kız kardeş' anlamına gelen kelime hangisidir?,Sister
'Uncle' kelimesi Türkçede hangi iki akrabalık bağı için kullanılır?,Amca ve dayı
'Brush teeth' aktivitesinin Türkçe karşılığı nedir?,Diş fırçalamak
İngilizce'de 'kamp yapmak' nasıl ifade edilir?,Camping
'Cooking' kelimesinin Türkçe anlamı nedir?,Yemek pişirmek
'Cycling' kelimesinin Türkçe karşılığı nedir?,Bisiklete binmek
İngilizce'de 'dans etmek' anlamına gelen kelime nedir?,Dancing
'Fishing' aktivitesinin Türkçe karşılığı nedir?,Balık tutmak
'Have a barbeque' ifadesinin Türkçe anlamı nedir?,Mangal yapmak
İngilizce'de 'kek veya pasta yapmak' nasıl söylenir?,Make a cake
'Play a board game' ifadesinin Türkçe karşılığı nedir?,Masa oyunu oynamak
'Play computer games' ifadesinin Türkçe anlamı nedir?,Bilgisayar oyunu oynamak
İngilizce'de 'gitar çalmak' nasıl denir?,Play the guitar
'Rest' kelimesinin Türkçe anlamı nedir?,Dinlenmek
İngilizce'de 'şarkı söylemek' anlamına gelen ifade nedir?,Sing a song
'Take care of pet' ifadesinin Türkçe anlamı nedir?,Evcil hayvan ile ilgilenmek
İngilizce'de 'fotoğraf çekmek' nasıl ifade edilir?,Take photographs
'Tidy up' fiilinin Türkçe karşılığı nedir?,Toparlamak
'Visit a museum' ifadesinin Türkçe anlamı nedir?,Müzeyi ziyaret etmek
İngilizce'de 'yürümek' anlamına gelen kelime nedir?,Walk
'Washing the car' aktivitesinin Türkçe karşılığı nedir?,Arabayı yıkamak
İngilizce'de 'günlük yazmak' nasıl denir?,Write diary
'Always' sıklık zarfının Türkçe anlamı nedir?,Daima veya her zaman
İngilizce'de 'genellikle' anlamına gelen sıklık zarfı nedir?,Usually
'Sometimes' kelimesinin Türkçe karşılığı nedir?,Bazen veya ara sıra
İngilizce'de 'hiç' veya 'asla' anlamına gelen zarf hangisidir?,Never
'Art museum' kelimesinin Türkçe anlamı nedir?,Sanat veya resim müzesi
İngilizce'de 'sahil' veya 'kumsal' anlamına gelen kelime nedir?,Beach
'Forest' kelimesinin Türkçe karşılığı nedir?,Orman
İngilizce'de 'bahçe' nasıl denir?,Garden
'Kitchen' kelimesinin Türkçe anlamı nedir?,Mutfak
İngilizce'de 'göl' anlamına gelen kelime nedir?,Lake
'Who' soru kelimesinin Türkçe karşılığı nedir?,Kim
İngilizce'de 'nerede' veya 'nereye' diye sormak için hangi kelime kullanılır?,Where
'How many' soru kalıbının Türkçe anlamı nedir?,Kaç tane
İngilizce'de 'şu an' veya 'şimdi' anlamına gelen 'at the _____' ifadesini tamamlayın.,moment
'Birthday party' tamlamasının Türkçe anlamı nedir?,Doğum günü partisi
İngilizce'de 'sınıf arkadaşı' anlamına gelen kelime nedir?,Classmate
'Famous' kelimesinin Türkçe karşılığı nedir?,Ünlü
İngilizce'de bir hayvanı 'beslemek' anlamına gelen fiil hangisidir?,Feed
'Flowers' kelimesinin Türkçe anlamı nedir?,Çiçekler
İngilizce'de 'kağıt katlamak' nasıl denir?,Folding paper
Bir şeye 'düşkün olmak' anlamına gelen 'fond _____' kalıbını tamamlayın.,of
'Food' kelimesinin Türkçe karşılığı nedir?,Yiyecek
İngilizce'de bina içinde yapılan etkinliklere ne ad verilir?,Indoor activities
Bir konuyla 'ilgili olmak' anlamına gelen 'interested _____' kalıbını tamamlayın.,in
'Jumping' kelimesinin Türkçe anlamı nedir?,Zıplamak
İngilizce'de 'dergiler' anlamına gelen kelime nedir?,Magazines
'Nature' kelimesinin Türkçe karşılığı nedir?,Doğa
İngilizce'de 'gazete' anlamına gelen kelime nedir?,Newspaper
'Organise' kelimesinin Türkçe anlamı nedir?,Düzenlemek
İngilizce'de 'kağıt katlama sanatı' anlamına gelen kelime nedir?,Origami
Bina dışında gerçekleştirilen etkinliklere ne ad verilir?,Outdoor activities
Anne ve babayı kapsayan 'parents' kelimesinin Türkçe karşılığı nedir?,Ebeveynler
İngilizce'de 'makarna' anlamına gelen ve Türkçede farklı bir anlamı olan kelime nedir?,Pasta
'School friends' tamlamasının Türkçe anlamı nedir?,Okul arkadaşları
İngilizce'de 'oturmak' anlamına gelen fiil hangisidir?,Sit
Bir konu 'hakkında konuşmak' anlamına gelen 'talk _____' kalıbını tamamlayın.,about
'Teddy bear' ifadesinin Türkçe karşılığı nedir?,Oyuncak ayıcık
İngilizce'de 'çadır' anlamına gelen kelime nedir?,Tent
'Today' kelimesinin Türkçe anlamı nedir?,Bugün
İngilizce'de 'gezi' veya 'seyahat' anlamına gelen kısa kelime hangisidir?,Trip
"'This is my book, it is ____.' (Bu benim kitabımdır anlamında tamamlayın)",mine
"'This is your bike, it is ____.' (Bu seninkidir anlamında tamamlayın)",yours
"'You are walking to school, ____ you?' (Değil mi anlamında boşluğu doldurun)",aren't
"'Jack is playing football, ____ he?' (Değil mi anlamında boşluğu doldurun)",isn't
'Who is fishing by the lake?' sorusunun Türkçe karşılığı nedir?,Göl kenarında kim balık tutuyor?
'Where are they in this photo?' sorusunun Türkçe anlamı nedir?,Bu fotoğrafta onlar neredeler?
'What is Lisa doing?' sorusunun Türkçe karşılığı nedir?,Lisa ne yapıyor?
'Bill is talking about school.' cümlesinin Türkçe anlamı nedir?,Bill okul hakkında konuşuyor.
İngilizce'de 'bisiklete binmek' anlamına gelen 'ride a _____' ifadesindeki boşluğu doldurun.,bike
