"""Where are you from?"" sorusuna Fatih'in verdiği cevap nedir?",I'm from Türkiye.
"""What is your favourite school subject?"" sorusunun Türkçe anlamı nedir?",En sevdiğin okul dersi nedir?
"""En iyi arkadaşın kim?"" sorusunun İngilizce karşılığı nedir?",Who is your best friend?
"""How are you?"" sorusuna verilen ""İyiyim, teşekkürler, ya sen?"" anlamındaki cevap nedir?","Fine, thanks and you."
"""Secondary school"" ifadesinin Türkçe karşılığı nedir?",Ortaokul
"""I like playing the guitar and drawing pictures."" cümlesinde Fatih neler yapmayı sevdiğini belirtir?",Gitar çalmayı ve resim yapmayı sevdiğini belirtir.
"İngilizcede ""he/she/it"" özneleriyle ""love, like, enjoy"" fiilleri kullanılırken fiilin sonuna hangi ek getirilir?","""-s"" eki eklenir (Örn: loves, likes, enjoys)."
"""Zeynep enjoys maths club."" cümlesindeki ""enjoys"" kelimesi neden ""-s"" takısı almıştır?",Özne üçüncü tekil şahıs (Zeynep/She) olduğu için.
"İngilizcede ""Yapılması gerekenler"" hangi yardımcı fiil ile anlatılır?","""must"" yardımcı fiili ile anlatılır."
"""You must wear your school uniform."" cümlesinin Türkçe karşılığı nedir?",Okul üniformanı giymelisin.
"İngilizcede ""Yapılmaması gerekenler"" hangi olumsuz yardımcı fiil ile ifade edilir?","""mustn't"" yardımcı fiili ile ifade edilir."
"""You mustn't run in the corridors."" uyarısının Türkçe anlamı nedir?",Koridorlarda koşmamalısın.
"""You can't shout in class."" cümlesindeki ""can't"" ifadesi neyi belirtir?",Sınıfta bağırmanın yasak olduğunu veya yapılamayacağını belirtir.
"""Derste sakız çiğnememelisin"" ifadesinin İngilizce karşılığı nedir?",You can't chew gum in the lesson.
"""Germany"" ülkesinin Türkçe karşılığı nedir?",Almanya
"İngilizcede ""Greece"" hangi ülkedir?",Yunanistan
"""The United Kingdom"" ifadesinin kısa yazılışı nedir?",The UK
"İngilizcede ""The USA"" ifadesinin açılımı nedir?",The United States
"""Azerbaycan"" ülkesinin İngilizce yazılışı nasıldır?",Azerbaijan
"""Folk dance club"" ifadesinin Türkçe karşılığı nedir?",Halk dansları kulübü
"""Satranç kulübü"" ifadesinin İngilizce karşılığı nedir?",Chess club
"""Environment club"" ifadesinin Türkçe karşılığı nedir?",Çevre kulübü
"""Science club"" ifadesinin Türkçe karşılığı nedir?",Bilim kulübü
"""Drama club"" ifadesinin Türkçe karşılığı nedir?",Drama (tiyatro) kulübü
"Okulda ""Müdür"" makamının İngilizce karşılığı nedir?",Headmaster
"""Assistant to the headmaster"" ifadesinin Türkçe karşılığı nedir?",Müdür yardımcısı
"Okul çalışanlarından ""Cook"" ne anlama gelir?",Aşçı
"Okul çalışanlarından ""Secretary"" ne anlama gelir?",Sekreter
"""Experiment"" kelimesinin Türkçe karşılığı nedir?",Deney
"""Kütüphane"" kelimesinin İngilizce karşılığı nedir?",Library
"""Science lab"" ifadesi okulda hangi bölümü temsil eder?",Fen laboratuvarı
"""Solve problem"" ifadesinin Türkçe karşılığı nedir?",Problem çözmek
"İngilizcede ""Kağıt katlama sanatı"" anlamına gelen kelime nedir?",Origami
"""Important"" kelimesinin Türkçe karşılığı nedir?",Önemli
"""Don't be late for lessons"" kuralının Türkçe anlamı nedir?",Derslere geç kalma.
"""Be kind"" okul kuralının Türkçe karşılığı nedir?",Kibar ol.
"""Don't make a noise in the library"" kuralı nerede sessiz olunması gerektiğini belirtir?",Kütüphanede
"""Don't fight"" ifadesinin Türkçe karşılığı nedir?",Kavga etme.
"""Who?"" soru kelimesinin Türkçe karşılığı nedir?",Kim?
"""Kaç tane?"" sorusunu sormak için hangi soru kalıbı kullanılır?",How many?
"""Where?"" soru kelimesi hangi anlamlara gelir?",Nerede? veya Nereye?
29 Ekim Cumhuriyet Bayramı'nın İngilizce karşılığı nedir?,29 October Republic Day
"""30 August Victory Day"" ifadesinin Türkçe karşılığı nedir?",30 Ağustos Zafer Bayramı
"İngilizcede ""Ramazan Bayramı"" için kullanılan terim nedir?",Eid-al-Fitr
"İngilizcede ""Kurban Bayramı"" için kullanılan terim nedir?",Eid-al-Adha
"""23 April National Sovereignty and Children's Day"" hangi bayramdır?",23 Nisan Ulusal Egemenlik ve Çocuk Bayramı
"""Language"" kelimesinin Türkçe karşılığı nedir?",Dil
"""Favourite"" kelimesinin Türkçe karşılığı nedir?",En sevilen / Favori
"""Playing the piano"" ifadesinin Türkçe karşılığı nedir?",Piyano çalmak
"""Look for"" fiilinin Türkçe karşılığı nedir?",Aramak
"""Obey"" fiilinin Türkçe karşılığı nedir?",Uymak (kurallara vb.)
"""Subject"" kelimesi eğitim bağlamında ne anlama gelir?",Ders
"""Canteen"" kelimesinin Türkçe karşılığı nedir?",Kantin
"""Sports field"" okulda hangi alanı temsil eder?",Spor sahası
"""Drawing picture"" ifadesinin Türkçe karşılığı nedir?",Resim çizmek
"""Keep your classroom clean"" kuralının Türkçe anlamı nedir?",Sınıfını temiz tut.
"""Wait"" (vurgulanmamış ama vocab listesinde olan): ""Organise"" kelimesinin anlamı nedir?",Organize etmek
"""Respect"" kelimesinin Türkçe karşılığı nedir?",Saygı duymak
"""Flag"" kelimesinin Türkçe karşılığı nedir?",Bayrak
"""Ancient"" kelimesinin Türkçe karşılığı nedir?",Antik / Eski
"""Conference hall"" okulda nereyi ifade eder?",Konferans salonu
"""Shout"" fiilinin Türkçe karşılığı nedir?",Bağırmak
"""Safe"" kelimesinin Türkçe karşılığı nedir?",Güvenli
"""Country"" kelimesinin Türkçe karşılığı nedir?",Ülke
"""Join"" fiilinin Türkçe karşılığı nedir?",Katılmak
"""Primary"" okul türlerinden ""Secondary school"" ortaokul ise, bir önceki kademe hangisidir?",Primary school (İlkokul)
"""Maths club"" ifadesinin Türkçe karşılığı nedir?",Matematik kulübü
"""Technology club"" ifadesinin Türkçe karşılığı nedir?",Teknoloji kulübü
"""Chess club"" üyesi olan biri ne yapar?",Satranç oynar.
"""You mustn't be late for school."" cümlesinde hangi eylem yasaklanmıştır?",Okula geç kalmak.
