İngilizce'de 'yazı tahtası' ne demektir?,board
İngilizce'de 'kitaplık' anlamına gelen kelime nedir?,bookcase
İngilizce'de 'sıra' veya 'çalışma masası' ne demektir?,desk
İngilizce'de 'kalem kutusu' ne demektir?,pencil case
İngilizce'de 'silgi' ne demektir?,rubber
İngilizce'de 'cetvel' ne demektir?,ruler
İngilizce'de 'yapıştırıcı' ne demektir?,glue
İngilizce'de 'sözlük' ne demektir?,dictionary
İngilizce'de 'defter' ne demektir?,notebook
İngilizce'de 'makas' ne demektir?,scissors
İngilizce'de 'resim/sanat dersi' ne demektir?,art
İngilizce'de 'fen bilimleri dersi' ne demektir?,science
İngilizce'de 'beden eğitimi dersi'nin kısaltması nedir?,P.E.
İngilizce'de 'bilişim teknolojisi' dersinin kısaltması nedir?,I.T.
İngilizce'de 'sosyal bilgiler dersi' ne demektir?,social studies
İngilizce'de 'matematik dersi' ne demektir?,maths
İngilizce'de 'müzik dersi' ne demektir?,music
İngilizce'de 'Çarşamba' günü ne demektir?,Wednesday
İngilizce'de 'Perşembe' günü ne demektir?,Thursday
İngilizce'de 'Cumartesi' günü ne demektir?,Saturday
İngilizce'de 'hafta içi' günlerini kapsayan terim nedir?,weekdays
İngilizce'de 'hafta sonu' ne demektir?,weekend
İngilizce'de 'Kaç tane?' anlamına gelen soru kalıbı nedir?,How many
İngilizce'de 'Saat kaçta?' anlamına gelen soru kalıbı nedir?,What time
İngilizce'de 'Ne zaman?' anlamına gelen soru kelimesi nedir?,When
İngilizce'de 'Nerede?' anlamına gelen soru kelimesi nedir?,Where
İngilizce'de 'Neden?' anlamına gelen soru kelimesi nedir?,Why
İngilizce'de 'ödünç almak' ne demektir?,borrow
İngilizce'de 'ödünç vermek' ne demektir?,lend
İngilizce'de 'ders programı' ne demektir?,timetable
İngilizce'de 'el kaldırmak' eylemi nedir?,raise a hand
İngilizce'de 'sınıfı temiz tutmak' kuralı nasıl söylenir?,keep the classroom clean
İngilizce'de 'öğretmenlerini dikkatli dinle' kuralı nedir?,listen to your teachers carefully
Tam saatleri söylerken cümlenin sonuna hangi ifade getirilir?,o'clock
İngilizce'de saatlerde 'buçuk' (30 geçiyor) ifadesi nedir?,half past
İngilizce'de saatlerde 'çeyrek geçiyor' (15 geçiyor) ifadesi nedir?,quarter past
İngilizce'de saatlerde 'çeyrek var' (45 geçiyor) ifadesi nedir?,quarter to
İngilizce'de saat söylerken geçiyor anlamında kullanılan kelime nedir?,past
İngilizce'de saat söylerken var/kala anlamında kullanılan kelime nedir?,to
İngilizce saatlerde a.m. hangi zaman dilimini ifade eder?,Gece 00:00 ile öğlen 12:00 arası
İngilizce saatlerde p.m. hangi zaman dilimini ifade eder?,Öğlen 12:00 ile gece 00:00 arası
Saat 07:20 İngilizce olarak nasıl okunur?,It is twenty past seven.
Saat 04:10 İngilizce olarak nasıl okunur?,It is ten past four.
Saat 06:55 (7'ye 5 var) İngilizce olarak nasıl okunur?,It is five to seven.
Saat 08:35 (9'a 25 var) İngilizce olarak nasıl okunur?,It is twenty-five to nine.
Saat 08:50 (9'a 10 var) İngilizce olarak nasıl okunur?,It is ten to nine.
Saat 12:15 İngilizce olarak nasıl okunur?,It is quarter past twelve.
Saat 02:30 İngilizce olarak nasıl okunur?,It is half past two.
Saat 12:45 (1'e çeyrek var) İngilizce olarak nasıl okunur?,It is quarter to one.
İngilizce'de 13 sayısı nasıl yazılır?,thirteen
İngilizce'de 15 sayısı nasıl yazılır?,fifteen
İngilizce'de 20 sayısı nasıl yazılır?,twenty
İngilizce'de 30 sayısı nasıl yazılır?,thirty
İngilizce'de 40 sayısı nasıl yazılır?,forty
İngilizce'de 50 sayısı nasıl yazılır?,fifty
İngilizce'de 80 sayısı nasıl yazılır?,eighty
İngilizce'de 100 sayısı nasıl yazılır?,one hundred
İngilizce'de 29 sayısı nasıl yazılır?,twenty-nine
İngilizce'de 42 sayısı nasıl yazılır?,forty-two
İngilizce'de birine bir şey uzatırken 'Buyurun' anlamında ne denir?,Here you are.
Bir ricaya 'Elbette/Tabii ki' şeklinde olumlu cevap vermek için ne denir?,Of course.
İngilizce'de 'problem çözmek' ne demektir?,solve problem
İngilizce'de 'sınıfta koşma' kuralı nedir?,don't run in the classroom
İngilizce'de 'öğle yemeği vakti' ne demektir?,lunchtime
İngilizce'de 'tahta kalemi' ne demektir?,board marker
İngilizce'de 'pastel boya' ne demektir?,crayon
İngilizce'de 'çöp kutusu' ne demektir?,rubbish bin
İngilizce'de 'akıllı tahta' ne demektir?,smart board
İngilizce'de 'yabancı dil' ne demektir?,foreign language
İngilizce'de 'en sevdiğin ders hangisi?' sorusu nasıldır?,What is your favourite school subject?
