"""Ambulance"" kelimesinin Türkçe karşılığı nedir?",Ambulans
"""Balloon"" kelimesinin Türkçe anlamı nedir?",Balon
"İngilizcede ""sinema"" anlamına gelen kelime hangisidir?",Cinema
"""Doctor"" kelimesinin Türkçe karşılığı nedir?",Doktor
"İngilizcede ""elektrik"" kelimesi nasıl yazılır?",Electric
"""Football"" kelimesinin Türkçesi nedir?",Futbol
"""Gorilla"" kelimesinin Türkçe karşılığı nedir?",Goril
"İngilizcede ""helikopter"" kelimesinin karşılığı nedir?",Helicopter
"""Internet"" kelimesinin Türkçesi nedir?",İnternet
"""Judo"" kelimesinin Türkçe karşılığı nedir?",Judo
"İngilizcede ""kanguru"" kelimesi nasıl yazılır?",Kangaroo
"""Lemon"" kelimesinin Türkçe anlamı nedir?",Limon
"İngilizcede ""mikrofon"" kelimesi nasıl yazılır?",Microphone
"""Note"" kelimesinin Türkçe karşılığı nedir?",Not
"""Orchestra"" kelimesinin Türkçesi nedir?",Orkestra
"İngilizcede ""piknik"" anlamına gelen kelime nedir?",Picnic
"""Quiz"" kelimesinin Türkçe karşılığı nedir?",Kısa sınav
"İngilizcede ""restoran"" kelimesi nasıl yazılır?",Restaurant
"""Salad"" kelimesinin Türkçesi nedir?",Salata
"""Television"" kelimesinin Türkçe karşılığı nedir?",Televizyon
"İngilizcede ""üniversite"" kelimesi nasıl yazılır?",University
"""Video"" kelimesinin Türkçesi nedir?",Video
"""Wagon"" kelimesinin Türkçe karşılığı nedir?",Vagon
"İngilizcede ""röntgen"" anlamına gelen kelime nedir?",X-ray
"""Yoghurt"" kelimesinin Türkçe karşılığı nedir?",Yoğurt
"""Zebra"" kelimesinin Türkçe karşılığı nedir?",Zebra
İlk harfi sessiz olan veya sessiz okunan kelimelerin önüne hangi ifade getirilir?,a
İlk harfi sesli olan veya sesli okunan kelimelerin önüne hangi ifade getirilir?,an
"""Bir balon"" ifadesinin İngilizce karşılığı nedir?",a balloon
"""Bir ambulans"" ifadesinin İngilizce karşılığı nedir?",an ambulance
"İngilizcede ""an orchestra"" ifadesinin Türkçesi nedir?",Bir orkestra
"İngilizcede ""a kangaroo"" ifadesinin Türkçesi nedir?",Bir kanguru
Yakındaki bir nesneyi göstermek için hangi cümle kalıbı kullanılır?,This is...
Uzaktaki bir nesneyi göstermek için hangi cümle kalıbı kullanılır?,That is...
"""This is a lemon."" cümlesinin Türkçe çevirisi nedir?",Bu bir limon.
"""That is an ambulance."" cümlesinin Türkçe karşılığı nedir?",Şu bir ambulans.
"""Bu nedir?"" sorusunun İngilizce karşılığı nedir?",What is this?
"""Şu nedir?"" sorusunun İngilizce karşılığı nedir?",What is that?
"""This is a train."" ifadesi Türkçede ne anlama gelir?",Bu bir tren.
"""That is a kangaroo."" cümlesinin Türkçesi nedir?",O bir kanguru.
"İngilizcede ""Şu nedir?"" sorusuna verilen ""That is..."" cevabındaki ""That"" hangi uzaklıktaki nesneler için kullanılır?",Uzak
"İngilizcede ""Bu nedir?"" sorusuna verilen ""This is..."" cevabındaki ""This"" hangi uzaklıktaki nesneler için kullanılır?",Yakın
"""____ balloon"" boşluğuna gelmesi gereken tanımlayıcı (article) hangisidir?",a
"""____ ambulance"" boşluğuna gelmesi gereken tanımlayıcı (article) hangisidir?",an
"İngilizcede ""bir"" anlamına gelen ve kelimelerin önüne getirilen ifadeler hangileridir?",a / an
"""This is _____ lemon."" (Bu bir limon) cümlesinde boşluğu doldurunuz.",a
"""That is _____ ambulance."" (Şu bir ambulans) cümlesinde boşluğu doldurunuz.",an
"""What is _____?"" (Bu nedir?) cümlesinde boşluğu doldurunuz.",this
"""What is _____?"" (Şu nedir?) cümlesinde boşluğu doldurunuz.",that
"""Train"" kelimesinin Türkçe karşılığı nedir?",Tren
"""Bu bir tren."" cümlesini İngilizceye çeviriniz.",This is a train.
"İngilizcede ""O bir kanguru."" (uzaktaki için) cümlesini kurunuz.",That is a kangaroo.
"İngilizcede ""Şu bir ambulans."" cümlesi nasıl kurulur?",That is an ambulance.
"İngilizcede ""Bu bir limon."" cümlesi nasıl kurulur?",This is a lemon.
"""Kısa sınav"" kelimesinin İngilizce yazılışı nasıldır?",Quiz
"""Röntgen"" kelimesinin İngilizce yazılışı nasıldır?",X-ray
"İngilizcede ""yoğurt"" kelimesi nasıl yazılır?",Yoghurt
"""Wagon"" kelimesinin Türkçesini belirtiniz.",Vagon
"""Microphone"" kelimesinin Türkçe yazılışı nasıldır?",Mikrofon
"İngilizcede bir kelime ""o"" (vowel) harfi ile başlıyorsa önüne hangi ek gelir?",an
