"""Black"" kelimesinin Türkçe karşılığı nedir?",Siyah
"""Blue"" kelimesinin Türkçe karşılığı nedir?",Mavi
"""Brown"" kelimesinin Türkçe karşılığı nedir?",Kahverengi
"""Green"" kelimesinin Türkçe karşılığı nedir?",Yeşil
"""Grey"" kelimesinin Türkçe karşılığı nedir?",Gri
"""Orange"" kelimesinin Türkçe karşılığı nedir?",Turuncu
"""Pink"" kelimesinin Türkçe karşılığı nedir?",Pembe
"""Purple"" kelimesinin Türkçe karşılığı nedir?",Mor
"""Red"" kelimesinin Türkçe karşılığı nedir?",Kırmızı
"""White"" kelimesinin Türkçe karşılığı nedir?",Beyaz
"""Yellow"" kelimesinin Türkçe karşılığı nedir?",Sarı
"""Siyah"" kelimesinin İngilizce karşılığı nedir?",Black
"""Mavi"" kelimesinin İngilizce karşılığı nedir?",Blue
"""Kahverengi"" kelimesinin İngilizce karşılığı nedir?",Brown
"""Yeşil"" kelimesinin İngilizce karşılığı nedir?",Green
"""Gri"" kelimesinin İngilizce karşılığı nedir?",Grey
"""Turuncu"" kelimesinin İngilizce karşılığı nedir?",Orange
"""Pembe"" kelimesinin İngilizce karşılığı nedir?",Pink
"""Mor"" kelimesinin İngilizce karşılığı nedir?",Purple
"""Kırmızı"" kelimesinin İngilizce karşılığı nedir?",Red
"""Beyaz"" kelimesinin İngilizce karşılığı nedir?",White
"""Sarı"" kelimesinin İngilizce karşılığı nedir?",Yellow
"İngilizcede ""Renk"" kelimesi nasıl yazılır?",Color
"""Renkler"" kelimesinin İngilizce karşılığı nedir?",Colors
"""What color?"" sorusunun Türkçe anlamı nedir?",Ne renk?
"""O ne renk?"" sorusunun İngilizce karşılığı nedir?",What color is it?
"""Top ne renk?"" sorusunun İngilizce karşılığı nedir?",What color is the ball?
"""It is purple."" cümlesinin Türkçe anlamı nedir?",O mor.
"""The ball is purple."" cümlesinin Türkçe anlamı nedir?",Top mor.
"İngilizcede ""Severim"" anlamına gelen ifade hangisidir?",I like
"İngilizcede ""Sevmem"" anlamına gelen ifade hangisidir?",I don't like
"İngilizcede ""ve"" anlamına gelen bağlaç hangisidir?",and
"""Yeşil rengi severim."" cümlesinin İngilizce karşılığı nedir?",I like green.
"""Kahverengiyi sevmem."" cümlesinin İngilizce karşılığı nedir?",I don't like brown.
"""Pembe ve mavi renkleri severim."" cümlesinin İngilizcesi nedir?",I like pink and blue.
"""Sarı ve gri renkleri sevmem."" cümlesinin İngilizcesi nedir?",I don't like yellow and grey.
"""O kırmızı ve beyaz."" cümlesinin İngilizcesi nedir?",It is red and white.
Bir şeyin rengini sormak istediğimizde kullanılan temel kalıp nedir?,What color?
"Tamamla: ""What _____ is it?"" (O ne renk?)",color
"Tamamla: ""It is red _____ white."" (O kırmızı ve beyaz.)",and
"Tamamla: ""I _____ green."" (Yeşil rengi severim.)",like
"Tamamla: ""I _____ like brown."" (Kahverengiyi sevmem.)",don't
Çalışma notunda kalp sembolü (❤️) hangi fiili temsil eder?,like
Çalışma notunda kırık kalp sembolü (💔) hangi ifadeyi temsil eder?,don't like
Birden fazla rengi olan bir nesnenin renklerini söylerken hangi kelime kullanılır?,and
"""I like pink and blue."" cümlesinin Türkçe karşılığı nedir?",Pembe ve mavi renkleri severim.
"""I don't like yellow and grey."" cümlesinin Türkçe karşılığı nedir?",Sarı ve gri renkleri sevmem.
İngilizcede bir nesnenin (örneğin topun) rengini söylerken kullanılan cümle yapısı nasıldır?,The (nesne) is (renk).
"""What color is the ball?"" sorusuna ""O mor."" şeklinde nasıl cevap verilir?",It is purple.
"Konu: Like / Örnek: ""Yeşil rengi severim."" cümlesini kurun.",I like green.
"Konu: Don't like / Örnek: ""Kahverengiyi sevmem."" cümlesini kurun.",I don't like brown.
"Konu: And bağlacı / Örnek: ""Kırmızı ve beyaz"" ifadesini kurun.",red and white
"""Gri"" kelimesinin İngilizcesi ""Grey"" midir ""Gray"" midir? (Notta geçen hali)",Grey
"""Yellow"" kelimesinin Türkçe anlamı nedir?",Sarı
"""White"" kelimesinin Türkçe anlamı nedir?",Beyaz
"""Red"" kelimesinin Türkçe anlamı nedir?",Kırmızı
"""Purple"" kelimesinin Türkçe anlamı nedir?",Mor
"""Pink"" kelimesinin Türkçe anlamı nedir?",Pembe
"""Orange"" kelimesinin Türkçe anlamı nedir?",Turuncu
"""Green"" kelimesinin Türkçe anlamı nedir?",Yeşil
