İngilizcede 'should' yardımcı fiili hangi amaçla kullanılır?,Bir şeyin yapılması gerekliliğini belirtmek veya tavsiyede bulunmak için kullanılır.
'Should' yardımcı fiili cümleye hangi Türkçe anlamı katar?,"-meli, -malı"
Olumsuz tavsiye veya yasaklama ifade ederken 'should' yerine ne kullanılır?,should not (shouldn't)
'You should save the environment.' cümlesinin Türkçe çevirisi nedir?,Çevreyi korumalısın.
'You should unplug the electrical devices.' cümlesinde geçen 'unplug' kelimesinin anlamı nedir?,Fişini çekmek
'Toplu taşımayı kullanmalısın.' cümlesinin İngilizce karşılığı nedir?,You should use public transportation.
'Yenilenebilir enerji kaynakları' ifadesinin İngilizcesi nedir?,renewable energy sources
'You should plant tree.' cümlesindeki 'plant' fiilinin anlamı nedir?,Dikmek (ağaç/bitki)
'You should use environmentally friendly products.' cümlesindeki 'environmentally friendly' ne anlama gelir?,Çevre dostu
'Ağaçları kesmemelisin.' cümlesinin İngilizce karşılığı nedir?,You should not cut down trees.
'You should not pollute the environment.' cümlesindeki 'pollute' fiilinin Türkçe anlamı nedir?,Kirletmek
'Etrafa çöp atmamalısın.' cümlesinin İngilizce karşılığı nedir?,You shouldn't throw rubbish around.
'You shouldn't hunt animals.' cümlesindeki 'hunt' fiilinin anlamı nedir?,Avlamak
'You shouldn't pour waste into the sea.' cümlesindeki 'pour' fiilinin anlamı nedir?,Dökmek
'Ormanlara zarar vermemelisin.' cümlesinin İngilizce karşılığı nedir?,You shouldn't damage forests.
Terim: Air conditioner,Tanım: Klima
Terim: Cloth bag,Tanım: Bez çanta
Terim: Global warming,Tanım: Küresel ısınma
Terim: Solar energy,Tanım: Güneş enerjisi
Terim: Wind energy,Tanım: Rüzgar enerjisi
Terim: Recycle,Tanım: Geri dönüşüm
Terim: Reduce,Tanım: Azaltmak
Terim: Reuse,Tanım: Tekrar kullanmak
Terim: Public transportation,Tanım: Toplu taşıma
Terim: Electrical device,Tanım: Elektrikli alet
"'Rubbish', 'trash' ve 'garbage' kelimelerinin ortak Türkçe anlamı nedir?",Çöp
İngilizcede 'battery' kelimesinin Türkçe karşılığı nedir?,"Pil, batarya"
İngilizcede 'bin' veya 'dust bin' kelimesinin Türkçe karşılığı nedir?,Çöp kutusu / kovası
İngilizcede 'forest' kelimesinin Türkçe karşılığı nedir?,Orman
İngilizcede 'nature' kelimesinin Türkçe karşılığı nedir?,Doğa
İngilizcede 'planet' kelimesinin Türkçe karşılığı nedir?,Gezegen
İngilizcede 'protect' ve 'save' kelimelerinin ortak anlamı nedir?,Korumak
İngilizcede 'sea' kelimesinin Türkçe karşılığı nedir?,Deniz
İngilizcede 'harmful' kelimesinin Türkçe karşılığı nedir?,Zararlı
İngilizcede 'unplug' kelimesinin zıttı olan ve 'fişini takmak' anlamına gelen kelime nedir?,plug
İngilizcede 'turn off' (kapatmak) fiilinin zıt anlamlısı nedir?,turn on (açmak)
İngilizcede 'wild animals' ifadesinin Türkçe karşılığı nedir?,Vahşi hayvanlar
İngilizcede 'water' kelimesinin Türkçe karşılığı nedir?,Su
İngilizcede 'tap' kelimesinin Türkçe karşılığı nedir?,Musluk
İngilizcede 'river' kelimesinin Türkçe karşılığı nedir?,"Akarsu, nehir"
İngilizcede 'pollution' kelimesinin Türkçe karşılığı nedir?,Kirlilik
İngilizcede 'noise' kelimesinin Türkçe karşılığı nedir?,Gürültü
İngilizcede 'litter' kelimesi hem isim hem fiil olarak ne anlama gelir?,Çöp / Çöp atmak
İngilizcede 'light bulb' kelimesinin Türkçe karşılığı nedir?,Ampul
İngilizcede 'chemicals' kelimesinin Türkçe karşılığı nedir?,Kimyasallar
İngilizcede 'beach' kelimesinin Türkçe karşılığı nedir?,"Kumsal, sahil"
İngilizcede 'world' kelimesinin Türkçe karşılığı nedir?,Dünya
İngilizcede 'resource' kelimesinin Türkçe karşılığı nedir?,"Kaynak, olanak"
İngilizcede 'product' kelimesinin Türkçe karşılığı nedir?,Ürün
İngilizcede 'precaution' kelimesinin Türkçe karşılığı nedir?,"Önlem, tedbir"
İngilizcede 'pick up' ve 'collect' fiillerinin ortak anlamı nedir?,Toplamak
İngilizcede 'paper' kelimesinin Türkçe karşılığı nedir?,Kağıt
İngilizcede 'material' kelimesinin Türkçe karşılığı nedir?,"Malzeme, madde"
İngilizcede 'glass' kelimesinin Türkçe karşılığı nedir?,Cam
İngilizcede 'eco-friendly' kelimesinin Türkçe karşılığı nedir?,Doğa dostu
İngilizcede 'damage' ve 'harm' kelimelerinin ortak anlamı nedir?,Zarar vermek
İngilizcede 'campaign' kelimesinin Türkçe karşılığı nedir?,Kampanya
İngilizcede 'bottle' kelimesinin Türkçe karşılığı nedir?,Şişe
İngilizcede 'air' kelimesinin Türkçe karşılığı nedir?,Hava
You _____ (gereklilik) use renewable energy sources.,should
You _____ (olumsuz tavsiye) damage forests.,shouldn't
'Environmental' kelimesinin Türkçe karşılığı nedir?,Çevresel
'Solution' kelimesinin Türkçe karşılığı nedir?,Çözüm
'Important' kelimesinin Türkçe karşılığı nedir?,Önemli
'In danger' ifadesinin Türkçe karşılığı nedir?,Tehlikede
'Sapling' kelimesinin Türkçe karşılığı nedir?,Fidan
'Waste' kelimesi hem isim hem fiil olarak hangi anlamlara gelir?,Atık / İsraf etmek
'Clean up' ifadesinin Türkçe karşılığı nedir?,"Temizlemek, toparlamak"
'Private car' ifadesinin Türkçe karşılığı nedir?,Özel araç
'Recyclable' kelimesinin Türkçe karşılığı nedir?,Geri dönüştürülebilir
