"""Hava nasıl?"" sorusunun İngilizce karşılığı nedir?",What is the weather like? (veya How is the weather?)
"""Rainy"" kelimesinin Türkçe karşılığı nedir?",Yağmurlu
"""Hava yağmurlu"" ifadesinin İngilizce karşılığı nedir?",The weather is rainy. (veya It is rainy.)
"""What is the weather like in Konya?"" sorusunun Türkçe anlamı nedir?",Konya'da hava nasıl?
"Konya'da hava bulutludur: ""The weather is _____ in Konya.""",cloudy
"""What is the temperature?"" sorusunun Türkçe karşılığı nedir?",Sıcaklık nedir?
"""It is 10 degrees celcius"" ($10 ^\circ \text{C}$) ifadesindeki sıcaklık kaç derecedir?",On santigrat derece
"""The temperature is minus 2 degrees celcius"" ($-2 ^\circ \text{C}$) ifadesindeki sıcaklık kaç derecedir?",Sıcaklık eksi iki santigrat derece
"""How do you feel on sunny days?"" sorusunun Türkçe anlamı nedir?",Güneşli günlerde nasıl hissedersin?
"Güneşli günlerde mutlu ve enerjik hissederim: ""I feel _____ and energetic.""",happy
"""Onu tekrar eder misin, lütfen?"" sorusunun İngilizce karşılığı nedir?",Can you repeat that please?
"""How does he feel on foggy days?"" sorusunun Türkçe anlamı nedir?","O (erkek), sisli günlerde nasıl hisseder?"
"O (erkek), sisli günlerde karamsar hisseder: ""He feels _____ on foggy days.""",moody
"O (kız), fırtınalı günlerde korkar mı?: ""_____ she feel scared on stormy days?""",Does
"""Fırtınalı günlerde korkmuş hisseder"" ifadesindeki ""korkmuş"" kelimesinin İngilizcesi nedir?",Scared
"""How do you feel in winters?"" sorusunun Türkçe anlamı nedir?",Kış mevsiminde nasıl hissedersin?
"Kışın harika (müthiş) ve mutlu hissederim: ""I feel _____ and happy in winters.""",fabulous
"""Affect"" kelimesinin Türkçe anlamı nedir?","Etkilemek, etki etmek"
"""Öğleden sonra"" zaman diliminin İngilizce karşılığı nedir?",Afternoon
"""Angry"" kelimesinin Türkçe karşılığı nedir?","Sinirli, kızgın"
"""Anxious"" kelimesinin Türkçe karşılığı nedir?","Endişeli, kaygılı"
"""Sonbahar"" mevsiminin İngilizce karşılıkları nelerdir?",Autumn veya Fall
"""Beach"" kelimesinin Türkçe karşılığı nedir?","Kumsal, sahil"
"""Sıkılmış, bıkkın"" duygusunun İngilizce karşılığı nedir?",Bored
"""Bulut"" kelimesinin İngilizce karşılığı nedir?",Cloud
"""Coat"" kelimesinin Türkçe karşılığı nedir?","Ceket, palto"
"""Cold"" kelimesinin Türkçe karşılığı nedir?",Soğuk
"""Degree"" kelimesinin Türkçe karşılığı nedir?",Derece
"""Desert"" kelimesinin Türkçe karşılığı nedir?",Çöl
"""Drop"" kelimesinin Türkçe karşılığı nedir?",Düşme
"""Dry"" kelimesinin Türkçe karşılığı nedir?","Kuru, kurak"
"""Emotion"" kelimesinin Türkçe karşılığı nedir?","Duygu, his"
"""Enerjik"" kelimesinin İngilizce karşılığı nedir?",Energetic
"""Evening"" kelimesinin Türkçe karşılığı nedir?",Akşam
"""Excited"" kelimesinin Türkçe karşılığı nedir?","Heyecanlanmış, heyecanlı"
"""Favorite"" kelimesinin Türkçe karşılığı nedir?","Gözde, favori"
"""Hissetmek"" fiilinin İngilizce karşılığı nedir?",Feel
"""Sis"" kelimesinin İngilizce karşılığı nedir?",Fog
"""Dondurucu soğuk"" ifadesinin İngilizce karşılığı nedir?",Freezing
"""Glove"" kelimesinin Türkçe karşılığı nedir?",Eldiven
"""Great"" kelimesinin Türkçe karşılığı nedir?",Harika
"""Dolu yağışı"" olayının İngilizce karşılığı nedir?",Hail
"""Telefonu kapatmak"" eyleminin İngilizce karşılığı nedir?",Hang up
"""Mutlu"" duygusunun İngilizce karşılığı nedir?",Happy
"""Hometown"" kelimesinin Türkçe karşılığı nedir?",Memleket
"""Sıcak"" kelimesinin İngilizce karşılığı nedir?",Hot
"""Lightning"" kelimesinin Türkçe karşılığı nedir?","Şimşek, yıldırım"
"""Sabah"" zaman diliminin İngilizce karşılığı nedir?",Morning
"""İhtiyaç duymak"" fiilinin İngilizce karşılığı nedir?",Need
"""Dışarısı"" kelimesinin İngilizce karşılığı nedir?",Outside
"""Partly cloudy"" ifadesinin Türkçe karşılığı nedir?",Parçalı bulutlu
"""Raincoat"" kelimesinin Türkçe karşılığı nedir?",Yağmurluk
"""Receiver"" kelimesinin Türkçe karşılığı nedir?",Alıcı
"""Tekrar etmek"" fiilinin İngilizce karşılığı nedir?",Repeat
"""Üzgün"" duygusunun İngilizce karşılıkları nelerdir?",Sad veya Upset
"""Deniz kenarı"" ifadesinin İngilizce karşılığı nedir?",Seaside
"""Mevsim"" kelimesinin İngilizce karşılığı nedir?",Season
"""Görmek"" fiilinin İngilizce karşılığı nedir?",See
"""Sender"" kelimesinin Türkçe karşılığı nedir?",Gönderen
"""Uykulu"" halinin İngilizce karşılığı nedir?",Sleepy
"""Snowball"" kelimesinin Türkçe karşılığı nedir?",Kar topu
"""Kardan adam"" kelimesinin İngilizce karşılığı nedir?",Snowman
"""Snowy"" kelimesinin Türkçe karşılığı nedir?",Karlı
"""İlkbahar"" mevsiminin İngilizce karşılığı nedir?",Spring
"""Storm"" kelimesinin Türkçe karşılığı nedir?",Fırtına
"""Yaz"" mevsiminin İngilizce karşılığı nedir?",Summer
"""Güneş gözlüğü"" kelimesinin İngilizce karşılığı nedir?",Sunglasses
"""Korkunç, berbat"" kelimesinin İngilizce karşılığı nedir?",Terrible
"""Bugün"" kelimesinin İngilizce karşılığı nedir?",Today
"""Şemsiye"" kelimesinin İngilizce karşılığı nedir?",Umbrella
"""Yürümek"" fiilinin İngilizce karşılığı nedir?",Walk
"""Ilık, sıcak"" arası durumu ifade eden İngilizce kelime nedir?",Warm
"""Hava durumu tahmini"" ifadesinin İngilizce karşılığı nedir?",Weather forecast
