Tek heceli sıfatlara karşılaştırma cümlelerinde 'daha' anlamı katmak için hangi ek getirilir?,-er
İngilizce karşılaştırma cümlelerinde iki varlık arasına mutlaka hangi kelime konur?,than
'Veli is taller _____ Musa.' cümlesinde boşluğa hangi karşılaştırma kelimesi gelmelidir?,than
'Winter is colder than autumn.' cümlesinin Türkçe karşılığı nedir?,"Kış, sonbahardan daha soğuktur."
Birden fazla heceli (çok heceli) sıfatların önüne 'daha' anlamı katmak için hangi ek getirilir?,more
'İstanbul Konya'dan daha kalabalıktır' cümlesinin İngilizce karşılığı nedir?,Istanbul is more crowded than Konya.
'Tolga is more handsome than Tekin.' cümlesinde 'handsome' sıfatının önüne neden 'more' gelmiştir?,Çünkü handsome kelimesi çok heceli bir sıfattır.
'Good' (iyi) sıfatının karşılaştırma (comparative) hali nedir?,better
'Bad' (kötü) sıfatının karşılaştırma (comparative) hali nedir?,worse
'Far' (uzak) sıfatının karşılaştırma (comparative) hali nedir?,further
'Little' (az) sıfatının karşılaştırma (comparative) hali nedir?,less
'City life is better than village life.' cümlesinin Türkçe anlamı nedir?,"Şehir hayatı, köy hayatından daha iyidir."
'Coffee is worse than tea.' cümlesinin Türkçe anlamı nedir?,"Kahve, çaydan daha kötüdür."
Sıfat: Short | Comparative (Daha Kısa): _____,shorter
Sıfat: High | Comparative (Daha Yüksek): _____,higher
Sıfat: Expensive | Comparative (Daha Pahalı): _____,more expensive
Konuşma anında gerçekleşen eylemlerden bahsederken hangi zaman kullanılır?,Present Continuous Tense (Şimdiki Zaman)
Şimdiki zamanı belirten 'now' zaman zarfının Türkçesi nedir?,Şimdi
Şimdiki zamanı belirten 'at the moment' zaman zarfının Türkçesi nedir?,Şu anda
Şimdiki zamanı belirten 'right now' zaman zarfının Türkçesi nedir?,Hemen şimdi
Present Continuous Tense yapısında 'I' öznesi ile hangi yardımcı fiil kullanılır?,am
"Present Continuous Tense yapısında 'He, She, It' özneleri ile hangi yardımcı fiil kullanılır?",is
"Present Continuous Tense yapısında 'You, We, They' özneleri ile hangi yardımcı fiil kullanılır?",are
Şimdiki zaman olumlu cümlelerinde asıl fiilin sonuna hangi ek getirilir?,-ing
'I am reading a book now.' cümlesinin Türkçe karşılığı nedir?,"Ben, şimdi kitap okuyorum."
"'Onlar, şimdi bisiklet sürüyor' cümlesinin İngilizce karşılığı nedir?",They are riding a bike right now.
'Ayşe sek sek oynuyor' cümlesinin İngilizce karşılığı nedir?,Ayşe is playing hopscotch.
Şimdiki zamanı olumsuz yapmak için am/is/are yardımcı fiillerinden hemen sonra ne getirilir?,NOT (olumsuzluk eki)
'The cat is not sleeping now.' cümlesinin Türkçesi nedir?,"Kedi, şu anda uyumuyor."
'I am not doing homework.' cümlesinin Türkçesi nedir?,"Ben, ödev yapmıyorum."
'Biz bankaya gitmiyoruz' cümlesinin İngilizce karşılığı nedir?,We are not going to the bank.
Şimdiki zaman soru cümlelerinde 'am/is/are' kelimeleri cümlenin neresinde yer alır?,Cümlenin en başında
'O kız ders çalışıyor mu?' sorusunun İngilizce karşılığı nedir?,Is she studying lesson?
'Are you listening to music?' sorusunun Türkçe karşılığı nedir?,Sen müzik dinliyor musun?
'Is he feeding the animals?' sorusunun Türkçe karşılığı nedir?,"O erkek, hayvanları besliyor mu?"
'Are they cleaning the barn?' sorusunun Türkçe karşılığı nedir?,Onlar barınağı temizliyorlar mı?
Kelime: Downtown,Anlamı: Şehir merkezi
Kelime: Skyscraper,Anlamı: Gökdelen
Kelime: Neighborhood,Anlamı: Mahalle
Kelime: Traffic jam,Anlamı: Trafik sıkışıklığı
Kelime: Countryside,Anlamı: Kırsal bölge
Kelime: Environment,Anlamı: Çevre
Kelime: Population,Anlamı: Nüfus
Kelime: Queue,"Anlamı: Sıra, kuyruk"
Kelime: Kiosk,Anlamı: Büfe
Kelime: Bookstore,Anlamı: Kitapçı
Kelime: Stationery,Anlamı: Kırtasiye
Kelime: Apartment,Anlamı: Apartman
Kelime: Building,Anlamı: Bina
Kelime: Village,Anlamı: Köy
Kelime: Hometown,Anlamı: Memleket
Kelime: Junk food,Anlamı: Abur cubur
Kelime: Busy,"Anlamı: Yoğun, işlek, kalabalık"
Kelime: Peaceful,Anlamı: Huzurlu
Kelime: Exciting,Anlamı: Heyecan verici
Kelime: Crowded,Anlamı: Kalabalık
Kelime: Noisy,Anlamı: Gürültülü
Kelime: Quiet,"Anlamı: Sessiz, sakin"
Kelime: Relaxing,Anlamı: Rahatlatıcı
Kelime: Comfortable,"Anlamı: Rahat, konforlu"
Kalıp: Walk the dog,Anlamı: Köpeği gezdirmek
Kalıp: Water the flowers,Anlamı: Çiçekleri sulamak
Kalıp: Paint the fence,Anlamı: Çitleri boyamak
Kelime: Sunbathe,Anlamı: Güneşlenmek
Kelime: Ride a bike,Anlamı: Bisiklet sürmek
Kelime: Cheap,Anlamı: Ucuz
Kelime: Healthy,Anlamı: Sağlıklı
Kelime: Pretty,"Anlamı: Hoş, sevimli"
Kelime: Area,Anlamı: Yüzölçümü
Kelime: Addition,Anlamı: Eklemek
Kelime: Average,Anlamı: Ortalama
Kelime: Temperature,Anlamı: Sıcaklık
Kelime: Tent,Anlamı: Çadır
Kelime: Puppy,Anlamı: Yavru köpek
Kelime: Stay,"Anlamı: İkamet etmek, kalmak"
Kelime: Wait,Anlamı: Beklemek
Kelime: Sell,Anlamı: Satmak
İngilizce 'buy' kelimesinin Türkçe karşılığı nedir?,Satın almak
İngilizce 'feed' kelimesinin Türkçe karşılığı nedir?,Beslemek
İngilizce 'walk' kelimesinin Türkçe karşılığı nedir?,Yürümek
